Date,Open,High,Low,Close,Volume
8-Apr-20,165.12,166.11,164.46,165.09,9200000
7-Apr-20,164.96,166.42,163.71,166.3,13800000
6-Apr-20,167,168.27,166.53,168.06,9410000
3-Apr-20,168.55,170.33,168.14,168.5,6570000
2-Apr-20,168.83,169.22,167.26,168.1,5770000
1-Apr-20,168.48,168.96,166.4,167.04,11300000
31-Mar-20,165.7,166.92,164.56,164.97,11260000
30-Mar-20,168.3,170.11,165.94,166.32,13470000
27-Mar-20,165.52,168.25,164.59,167.7,12550000
26-Mar-20,163.99,165.67,162.29,163.34,10580000
25-Mar-20,163.91,166.62,161.66,162.54,10750000
24-Mar-20,162.13,165.39,160.42,162.91,11950000
23-Mar-20,157.5,166.69,156.57,166,19970000
20-Mar-20,153.3,159.43,152.11,159.43,20860000
19-Mar-20,147,153.16,145.29,148.28,21180000
18-Mar-20,151.48,154.13,139.2,144.35,47060000
17-Mar-20,163.5,165.63,152.71,152.98,18570000
16-Mar-20,160.38,166.15,157.81,163.91,30500000
13-Mar-20,155,158.2,152.19,153.94,19810000
12-Mar-20,163.51,166.36,155.66,157.5,24360000
11-Mar-20,165.43,167.03,155.63,156.53,29590000
10-Mar-20,169.63,172.93,162.03,162.51,37730000
9-Mar-20,179.1,179.7,170.34,171.29,41550000
6-Mar-20,167.3,169.33,164.11,166.77,76290000
5-Mar-20,157.13,158.82,156.81,158.52,17790000
4-Mar-20,156.41,157.35,154.19,154.67,23460000
3-Mar-20,153.81,159.7,152.36,156.33,38610000
2-Mar-20,155.3,156.5,153.76,153.94,28150000
28-Feb-20,154.45,155.98,154.16,155.31,45010000
27-Feb-20,152.7,153.08,150.83,151.88,30690000
26-Feb-20,149.95,151.72,149.58,150.25,22600000
25-Feb-20,150.21,151.76,150.14,151.05,20800000
24-Feb-20,150.83,150.96,150,150.25,15930000
21-Feb-20,147.8,148.88,147.65,148.04,13860000
20-Feb-20,146.08,146.94,146,146.67,9330000
19-Feb-20,145.12,145.62,144.98,145.53,5710000
18-Feb-20,145.34,146.05,144.92,145.54,6910000
14-Feb-20,144.76,145.08,144.45,144.55,7140000
13-Feb-20,143.44,144.2,143.27,143.92,7880000
12-Feb-20,143.37,143.55,142.99,143.37,5600000
11-Feb-20,144.59,144.72,143.94,144.1,7780000
10-Feb-20,145.1,145.25,144.68,144.83,6700000
7-Feb-20,144.22,144.74,143.87,144.43,11370000
6-Feb-20,142.18,142.88,142,142.65,6680000
5-Feb-20,142.3,142.7,141.9,142.01,10780000
4-Feb-20,143.99,144.14,143.06,143.58,11390000
3-Feb-20,144.94,145.75,144.12,145.54,15310000
31-Jan-20,145.17,145.99,145.09,145.9,14540000
30-Jan-20,144.9,145.67,144.29,144.58,14710000
29-Jan-20,143.44,144.7,143.43,144.56,9570000
28-Jan-20,143.93,144.09,142.82,143.16,10610000
27-Jan-20,143.95,144.29,143.5,144.29,10940000
24-Jan-20,141.42,142.55,141.3,142.08,8580000
23-Jan-20,140.84,141.38,140.78,140.94,9750000
22-Jan-20,139.72,140.14,139.59,139.96,6320000
21-Jan-20,138.81,139.65,138.77,139.47,6790000
17-Jan-20,137.58,138.14,137.36,138.02,9690000
16-Jan-20,139.26,139.53,138.74,139.21,6800000
15-Jan-20,139.52,139.76,139.02,139.65,6290000
14-Jan-20,138.18,138.82,138.13,138.73,13920000
13-Jan-20,137.88,138.09,137.39,138.02,5970000
10-Jan-20,137.67,138.47,137.63,138.44,8780000
9-Jan-20,136,137.44,135.91,137.22,7410000
8-Jan-20,137.93,138.31,136.32,136.74,10630000
7-Jan-20,138.22,138.47,137.64,137.65,8460000
6-Jan-20,139.69,139.71,138.15,138.33,11370000
3-Jan-20,138.27,139.16,137.88,139.12,12370000
2-Jan-20,136.79,137.53,136.66,137.01,11030000
31-Dec-19,136.21,136.46,135.38,135.48,10710000
30-Dec-19,135.89,136.9,135.66,136.82,7980000
27-Dec-19,137.44,137.63,137.29,137.32,7300000
26-Dec-19,136.91,137.22,136.51,137.17,5290000
24-Dec-19,135.92,137.06,135.89,136.84,4670000
23-Dec-19,136.81,136.97,136,136.45,5180000
20-Dec-19,136.13,136.69,135.93,136.65,5460000
19-Dec-19,136,136.86,135.76,136.47,6590000
18-Dec-19,137.3,137.45,136.28,136.47,6240000
17-Dec-19,138.21,138.34,137.21,137.6,6180000
16-Dec-19,138.4,138.46,137.43,137.79,9160000
13-Dec-19,138.12,139.61,137.23,139.04,11340000
12-Dec-19,139.19,139.28,136.61,137.45,14870000
11-Dec-19,139.3,140.14,139.23,139.75,6260000
10-Dec-19,139.18,139.35,138.41,138.66,4950000
9-Dec-19,138.99,139.11,138.57,138.65,4160000
6-Dec-19,138.03,139.12,137.86,138.35,7930000
