Date,High,Low,Open,Close,Volume,Adj Close
2017-01-03,116.3300018,114.7600021,115.8000031,116.1500015,28781900,110.6911545
2017-01-04,116.5100021,115.75,115.8499985,116.0199966,21118100,110.567276
2017-01-05,116.8600006,115.8099976,115.9199982,116.6100006,22193600,111.1295624
2017-01-06,118.1600037,116.4700012,116.7799988,117.9100037,31751900,112.3684692
2017-01-09,119.4300003,117.9400024,117.9499969,118.9899979,33561900,113.3976974
2017-01-10,119.3799973,118.3000031,118.7699966,119.1100006,24462100,113.5120697
2017-01-11,119.9300003,118.5999985,118.7399979,119.75,27588600,114.1219864
2017-01-12,119.3000031,118.2099991,118.9000015,119.25,27086200,113.6454544
2017-01-13,119.6200027,118.8099976,119.1100006,119.0400009,26111900,113.445343
2017-01-17,120.2399979,118.2200012,118.3399963,120,34439800,114.3602371
2017-01-18,120.5,119.7099991,120,119.9899979,23713000,114.3506927
2017-01-19,120.0899963,119.3700027,119.4000015,119.7799988,25597300,114.1505585
2017-01-20,120.4499969,119.7300034,120.4499969,120,32597900,114.3602371
2017-01-23,120.8099976,119.7699966,120,120.0800018,22050200,114.4364777
2017-01-24,120.0999985,119.5,119.5500031,119.9700012,23211000,114.3316498
2017-01-25,122.0999985,120.2799988,120.4199982,121.8799973,32377600,116.1518784
2017-01-26,122.4400024,121.5999985,121.6699982,121.9400024,26337600,116.2090454
2017-01-27,122.3499985,121.5999985,122.1399994,121.9499969,20562900,116.2185822
2017-01-30,121.6299973,120.6600037,120.9300003,121.6299973,30377500,115.9136047
2017-01-31,121.3899994,120.6200027,121.1500015,121.3499985,49201000,115.6467743
2017-02-01,130.4900055,127.0100021,127.0299988,128.75,111985000,122.6989899
2017-02-02,129.3899994,127.7799988,127.9800034,128.5299988,33710400,122.4893417
2017-02-03,129.1900024,128.1600037,128.3099976,129.0800018,24507300,123.0134964
2017-02-06,130.5,128.8999939,129.1300049,130.2899933,26845900,124.166626
2017-02-07,132.0899963,130.4499969,130.5399933,131.5299988,38183800,125.3483276
2017-02-08,132.2200012,131.2200012,131.3500061,132.0399933,23004100,125.8343658
2017-02-09,132.4499969,131.1199951,131.6499939,132.4199982,28349900,126.7436447
2017-02-10,132.9400024,132.0500031,132.4600067,132.1199951,20065500,126.4564896
2017-02-13,133.8200073,132.75,133.0800018,133.2899933,23035400,127.5763397
2017-02-14,135.0899963,133.25,133.4700012,135.0200043,33226200,129.232193
2017-02-15,136.2700043,134.6199951,135.5200043,135.5099945,35623100,129.7011871
2017-02-16,135.8999939,134.8399963,135.6699982,135.3500061,22584600,129.5480499
2017-02-17,135.8300018,135.1000061,135.1000061,135.7200012,22198200,129.9022064
2017-02-21,136.75,135.9799957,136.2299957,136.6999969,24507200,130.84021
2017-02-22,137.1199951,136.1100006,136.4299927,137.1100006,20836900,131.232605
2017-02-23,137.4799957,136.3000031,137.3800049,136.5299988,20788200,130.6774597
2017-02-24,136.6600037,135.2799988,135.9100037,136.6600037,21776600,130.8019257
2017-02-27,137.4400024,136.2799988,137.1399994,136.9299927,20257400,131.0603333
2017-02-28,137.4400024,136.6999969,137.0800018,136.9900055,23482900,131.1177826
2017-03-01,140.1499939,137.6000061,137.8899994,139.7899933,36414600,133.797699
2017-03-02,140.2799988,138.7599945,140,138.9600067,26211000,133.0033112
2017-03-03,139.8300018,138.5899963,138.7799988,139.7799988,21108100,133.788147
2017-03-06,139.7700043,138.6000061,139.3699951,139.3399963,21750000,133.3670044
2017-03-07,139.9799957,138.7899933,139.0599976,139.5200043,17446300,133.5393066
2017-03-08,139.8000031,138.8200073,138.9499969,139,18707200,133.0415802
2017-03-09,138.7899933,137.0500031,138.7400055,138.6799927,22155900,132.7352905
2017-03-10,139.3600006,138.6399994,139.25,139.1399994,19612800,133.1755981
2017-03-13,139.4299927,138.8200073,138.8500061,139.1999969,17421700,133.2330017
2017-03-14,139.6499939,138.8399963,139.3000031,138.9900055,15309100,133.0320282
2017-03-15,140.75,139.0299988,139.4100037,140.4600067,25691800,134.4390259
2017-03-16,141.0200043,140.2599945,140.7200012,140.6900024,19232000,134.6591339
2017-03-17,141,139.8899994,141,139.9900055,43885000,133.9891663
2017-03-20,141.5,140.2299957,140.3999939,141.4600067,21542000,135.3961487
2017-03-21,142.8000031,139.7299957,142.1100006,139.8399963,39529900,133.8455811
2017-03-22,141.6000061,139.7599945,139.8500061,141.4199982,25860200,135.3578644
2017-03-23,141.5800018,140.6100006,141.2599945,140.9199982,20346300,134.8792572
2017-03-24,141.7400055,140.3500061,141.5,140.6399994,22395600,134.6112823
2017-03-27,141.2200012,138.6199951,139.3899994,140.8800049,23575100,134.8410187
2017-03-28,144.0399933,140.6199951,140.9100037,143.8000031,33374800,137.635849
2017-03-29,144.4900055,143.1900024,143.6799927,144.1199951,29190000,137.9420929
2017-03-30,144.5,143.5,144.1900024,143.9299927,21207300,137.7602386
2017-03-31,144.2700043,143.0099945,143.7200012,143.6600037,19661700,137.5018463
2017-04-03,144.1199951,143.0500031,143.7100067,143.6999969,19985700,137.5401459
2017-04-04,144.8899994,143.1699982,143.25,144.7700043,19891400,138.5642548
2017-04-05,145.4600067,143.8099976,144.2200012,144.0200043,27717900,137.8463898
2017-04-06,144.5200043,143.4499969,144.2899933,143.6600037,21149000,137.5018463
2017-04-07,144.1799927,143.2700043,143.7299957,143.3399963,16672200,137.1955566
2017-04-10,143.8800049,142.8999939,143.6000061,143.1699982,18933400,137.0328369
2017-04-11,143.3500061,140.0599976,142.9400024,141.6300049,30379400,135.5588684
2017-04-12,142.1499939,141.0099945,141.6000061,141.8000031,20350000,135.7215424
2017-04-13,142.3800049,141.0500031,141.9100037,141.0500031,17822900,135.0037231
2017-04-17,141.8800049,140.8699951,141.4799957,141.8300018,16582100,135.7502747
2017-04-18,142.0399933,141.1100006,141.4100037,141.1999969,14697500,135.1473083
2017-04-19,142,140.4499969,141.8800049,140.6799927,17328400,134.6495667
2017-04-20,142.9199982,141.1600037,141.2200012,142.4400024,23319600,136.334137
2017-04-21,142.6799927,141.8500061,142.4400024,142.2700043,17320900,136.1714325
2017-04-24,143.9499969,143.1799927,143.5,143.6399994,17134300,137.4826965
2017-04-25,144.8999939,143.8699951,143.9100037,144.5299988,18871500,138.334549
2017-04-26,144.6000061,143.3800049,144.4700012,143.6799927,20041200,137.5209961
2017-04-27,144.1600037,143.3099976,143.9199982,143.7899933,14246300,137.6262512
2017-04-28,144.3000031,143.2700043,144.0899963,143.6499939,20860400,137.4922638
2017-05-01,147.1999969,144.9600067,145.1000061,146.5800018,33602900,140.2966766
2017-05-02,148.0899963,146.8399963,147.5399933,147.5099945,45352200,141.1867828
2017-05-03,147.4900055,144.2700043,145.5899963,147.0599976,45697000,140.7561188
2017-05-04,147.1399994,145.8099976,146.5200043,146.5299988,23371900,140.2487946
2017-05-05,148.9799957,146.7599945,146.7599945,148.9600067,27327700,142.5746307
2017-05-08,153.6999969,149.0299988,149.0299988,153.0099945,48752400,146.4510498
2017-05-09,154.8800049,153.4499969,153.8699951,153.9900055,39130400,147.3890381
2017-05-10,153.9400024,152.1100006,153.6300049,153.2599945,25805700,146.6903076
2017-05-11,154.0700073,152.3099976,152.4499969,153.9499969,27255100,147.9589233
