Date,Open,High,Low,Close,Volume
30-Apr-18,119.08,119.56,118.94,119.1,8320000
1-May-18,118.77,118.84,118.23,118.41,7980000
2-May-18,118.64,118.87,118.26,118.28,4640000
3-May-18,118.84,119.31,118.68,118.81,6350000
4-May-18,119.23,119.23,118.49,118.99,4280000
7-May-18,118.97,119.02,118.73,118.8,3650000
8-May-18,118.55,119.0,118.3,118.69,6090000
9-May-18,118.12,118.42,117.98,117.98,7830000
10-May-18,118.55,118.98,118.35,118.93,7100000
11-May-18,119.32,119.36,118.82,119.23,4270000
14-May-18,118.8,118.99,118.59,118.6,5000000
15-May-18,117.56,117.58,116.7,117.25,12900000
16-May-18,117.42,117.53,116.79,116.8,6520000
17-May-18,116.63,116.82,116.09,116.21,7330000
18-May-18,116.51,117.29,116.51,117.21,9610000
21-May-18,117.13,117.38,116.95,117.27,4450000
22-May-18,117.29,117.34,116.85,117.09,4700000
23-May-18,117.75,118.11,117.66,117.94,9630000
24-May-18,118.69,119.06,118.64,118.88,8200000
25-May-18,119.56,119.84,119.47,119.62,8480000
29-May-18,120.79,122.52,120.43,122.24,21670000
30-May-18,121.0,121.48,120.74,121.42,11620000
31-May-18,121.56,121.98,120.95,121.22,10770000
1-Jun-18,120.17,120.7,119.85,120.3,8720000
4-Jun-18,120.11,120.14,119.37,119.43,7160000
5-Jun-18,119.96,120.16,119.62,119.71,5640000
6-Jun-18,119.08,119.1,118.42,118.74,7810000
7-Jun-18,118.69,120.49,118.68,119.89,13240000
8-Jun-18,119.56,119.85,119.44,119.53,6790000
11-Jun-18,119.07,119.39,118.94,119.31,6840000
12-Jun-18,118.93,119.46,118.89,119.34,6050000
13-Jun-18,119.45,119.64,118.63,119.28,8830000
14-Jun-18,119.78,120.3,119.48,120.27,10080000
15-Jun-18,120.83,121.09,120.3,120.38,7990000
18-Jun-18,120.48,120.56,120.04,120.27,4890000
19-Jun-18,120.97,121.23,120.7,120.97,6130000
20-Jun-18,120.77,120.79,119.9,119.91,6880000
21-Jun-18,120.36,120.75,120.22,120.54,7240000
22-Jun-18,120.09,120.62,120.06,120.53,4080000
25-Jun-18,120.66,121.11,120.64,120.8,8360000
26-Jun-18,120.77,121.03,120.66,120.97,5450000
27-Jun-18,121.75,122.18,121.55,122.11,8170000
28-Jun-18,122.13,122.25,121.83,122.14,7110000
29-Jun-18,122.17,122.5,121.65,121.72,11160000
2-Jul-18,121.74,121.75,121.29,121.35,9660000
3-Jul-18,121.53,122.03,121.53,122.0,3810000
5-Jul-18,122.06,122.53,122.01,122.35,3860000
6-Jul-18,122.75,122.92,122.48,122.75,4680000
9-Jul-18,122.07,122.21,121.9,121.96,5950000
10-Jul-18,121.87,122.13,121.81,121.95,5760000
11-Jul-18,122.45,122.55,122.09,122.42,6870000
12-Jul-18,122.17,122.47,122.14,122.41,4820000
13-Jul-18,122.61,122.87,122.47,122.72,4080000
16-Jul-18,122.21,122.28,121.64,122.21,5520000
17-Jul-18,122.29,122.39,121.9,121.98,3760000
18-Jul-18,122.02,122.04,121.39,121.49,6330000
19-Jul-18,121.8,122.45,121.77,122.26,6170000
20-Jul-18,121.58,121.59,120.7,120.76,10470000
23-Jul-18,120.38,120.38,119.18,119.27,11570000
24-Jul-18,119.28,119.81,119.14,119.68,9050000
25-Jul-18,120.02,120.26,119.26,119.49,7360000
26-Jul-18,119.71,119.88,119.16,119.26,6820000
27-Jul-18,119.85,119.87,119.4,119.46,4540000
30-Jul-18,118.99,119.41,118.97,119.05,7110000
31-Jul-18,119.79,119.86,119.56,119.7,6800000
1-Aug-18,118.28,118.83,118.07,118.46,13310000
2-Aug-18,118.62,118.74,118.3,118.63,4450000
3-Aug-18,118.83,119.29,118.81,119.22,6160000
6-Aug-18,119.54,119.84,119.27,119.29,4200000
7-Aug-18,119.03,119.1,118.57,118.67,5350000
8-Aug-18,118.66,119.03,118.61,118.79,5640000
9-Aug-18,119.23,119.83,119.12,119.79,7140000
10-Aug-18,120.37,121.05,120.28,120.66,8460000
13-Aug-18,120.25,120.7,120.21,120.41,7920000
14-Aug-18,120.54,120.56,120.03,120.14,4250000
15-Aug-18,120.66,121.13,120.57,120.84,7650000
16-Aug-18,120.81,120.93,120.28,120.83,5400000
17-Aug-18,121.09,121.39,120.75,120.98,3540000
20-Aug-18,121.64,121.91,121.53,121.79,5600000
21-Aug-18,121.37,121.53,121.06,121.38,4700000
22-Aug-18,122.0,122.05,121.58,121.86,5310000
23-Aug-18,122.0,122.13,121.78,122.05,5330000
24-Aug-18,121.62,122.33,121.49,122.29,6090000
27-Aug-18,121.78,121.87,121.52,121.59,6410000
28-Aug-18,121.0,121.09,120.68,120.86,4930000
29-Aug-18,120.94,121.14,120.61,121.02,5610000
30-Aug-18,121.31,121.46,121.08,121.28,5300000
31-Aug-18,121.89,121.92,120.89,121.0,9680000
4-Sep-18,119.96,120.09,119.75,120.03,18340000
5-Sep-18,119.76,119.9,119.55,119.71,9420000
6-Sep-18,119.76,120.4,119.69,120.15,9570000
7-Sep-18,119.33,119.4,118.99,119.13,11210000
10-Sep-18,119.17,119.6,119.17,119.57,6390000
11-Sep-18,119.08,119.17,118.6,118.66,5440000
12-Sep-18,119.05,119.17,118.9,118.94,3350000
13-Sep-18,119.34,119.57,118.98,119.12,4830000
14-Sep-18,118.41,118.91,118.3,118.55,5580000
17-Sep-18,118.18,118.82,118.12,118.55,5430000
18-Sep-18,118.06,118.06,117.16,117.31,10180000
19-Sep-18,117.11,117.11,116.19,116.61,13380000
20-Sep-18,116.58,117.3,116.47,117.15,8660000
21-Sep-18,116.87,117.28,116.84,117.1,6170000
24-Sep-18,116.74,117.27,116.72,116.8,5510000
25-Sep-18,116.48,116.74,116.4,116.68,6650000
26-Sep-18,116.93,117.58,116.66,117.5,9510000
27-Sep-18,117.24,117.65,117.1,117.58,5760000
28-Sep-18,117.85,117.91,117.22,117.27,12810000
1-Oct-18,116.66,116.83,116.12,116.15,22440000
2-Oct-18,116.67,117.13,116.6,116.86,8270000
3-Oct-18,116.27,116.36,114.24,114.83,20830000
4-Oct-18,114.13,114.39,113.71,114.02,16210000
5-Oct-18,113.39,113.72,112.62,113.04,18100000
8-Oct-18,112.99,113.11,112.64,112.66,5860000
9-Oct-18,113.14,113.85,113.07,113.8,11530000
10-Oct-18,113.14,113.58,112.78,113.49,15290000
11-Oct-18,114.0,115.15,113.79,114.87,16090000
12-Oct-18,114.39,115.01,114.28,114.47,6790000
15-Oct-18,114.66,114.82,114.29,114.42,7150000
16-Oct-18,114.39,114.72,114.16,114.68,4760000
17-Oct-18,114.66,114.78,113.98,114.0,5880000
18-Oct-18,113.62,114.39,113.55,113.96,5730000
19-Oct-18,113.85,113.95,113.41,113.71,10890000
22-Oct-18,113.95,114.08,113.53,113.56,3240000
23-Oct-18,114.76,115.02,113.84,113.92,10330000
24-Oct-18,114.36,114.82,114.24,114.78,16010000
25-Oct-18,114.54,114.74,114.23,114.3,12610000
26-Oct-18,114.93,115.32,114.79,114.99,18580000
29-Oct-18,114.84,115.02,114.26,114.73,7680000
30-Oct-18,114.26,114.54,114.02,114.16,9940000
31-Oct-18,113.74,113.96,113.21,113.58,8710000
1-Nov-18,112.85,113.56,112.84,113.41,6100000
2-Nov-18,113.17,113.26,111.9,112.0,11320000
5-Nov-18,112.48,112.71,112.35,112.44,4760000
6-Nov-18,112.6,112.73,112.33,112.37,3160000
7-Nov-18,113.19,113.4,112.41,112.52,9310000
8-Nov-18,112.96,112.97,112.41,112.51,6910000
9-Nov-18,112.75,113.5,112.72,113.35,6470000
12-Nov-18,113.95,114.31,113.91,114.09,6840000
13-Nov-18,113.71,114.02,113.48,114.02,6530000
14-Nov-18,113.48,114.52,113.3,114.09,8690000
15-Nov-18,114.44,114.54,113.68,114.04,7880000
16-Nov-18,114.2,114.81,113.92,114.7,9240000
19-Nov-18,114.41,115.02,114.41,115.02,7030000
20-Nov-18,115.24,115.46,114.93,115.06,6330000
21-Nov-18,114.89,115.09,114.54,115.02,4950000
23-Nov-18,115.67,115.76,115.09,115.14,3030000
26-Nov-18,114.86,115.06,114.78,114.88,6600000
27-Nov-18,114.81,115.25,114.76,115.01,5970000
28-Nov-18,114.85,115.02,114.36,114.45,7810000
29-Nov-18,114.92,115.25,114.59,114.9,7300000
30-Nov-18,115.31,115.42,114.98,115.33,9130000
3-Dec-18,114.68,115.88,114.66,115.88,9760000
4-Dec-18,116.81,118.67,116.62,117.82,18100000
6-Dec-18,118.54,119.2,118.13,118.19,15320000
7-Dec-18,117.81,118.53,117.52,118.41,8610000
10-Dec-18,118.87,119.28,118.44,118.9,8780000
11-Dec-18,118.97,119.38,118.61,118.88,8070000
12-Dec-18,118.58,118.72,118.24,118.35,6180000
13-Dec-18,118.46,118.58,117.98,118.07,5560000
14-Dec-18,118.55,118.77,118.22,118.48,8170000
17-Dec-18,118.59,119.3,118.58,119.17,9730000
18-Dec-18,119.07,119.78,118.94,119.6,10020000
19-Dec-18,120.11,121.66,119.92,121.18,23050000
20-Dec-18,122.01,122.03,120.67,120.74,18540000
21-Dec-18,121.14,121.21,120.39,120.72,9950000
24-Dec-18,121.13,121.42,120.91,121.32,8380000
26-Dec-18,120.99,121.39,119.97,120.02,11700000
27-Dec-18,121.26,121.38,119.98,120.04,12150000
28-Dec-18,120.4,121.05,120.29,121.05,9880000
31-Dec-18,120.65,121.56,120.46,121.51,17410000
2-Jan-19,121.66,122.16,121.34,122.15,19840000
3-Jan-19,122.29,123.86,122.23,123.54,21190000
4-Jan-19,122.34,122.56,121.65,122.11,12970000
7-Jan-19,122.62,122.65,121.62,121.75,8500000
8-Jan-19,121.69,121.94,121.39,121.43,7740000
9-Jan-19,121.26,121.43,120.8,121.24,9350000
10-Jan-19,121.28,121.41,120.34,120.46,8220000
11-Jan-19,120.83,121.27,120.68,120.93,5790000
14-Jan-19,120.9,121.01,120.24,120.48,6730000
15-Jan-19,120.56,120.57,119.95,120.04,9000000
16-Jan-19,119.59,120.39,119.51,120.16,6050000
17-Jan-19,120.22,120.53,119.89,120.19,8150000
18-Jan-19,119.84,120.12,119.39,119.56,14110000
22-Jan-19,120.31,120.72,120.07,120.37,8880000
23-Jan-19,119.88,120.62,119.83,120.32,5780000
24-Jan-19,120.91,121.26,120.71,121.11,7120000
25-Jan-19,120.59,120.75,120.32,120.53,6460000
28-Jan-19,120.54,120.94,120.41,120.41,6440000
29-Jan-19,120.53,121.04,120.39,121.02,5750000
30-Jan-19,120.84,120.98,120.33,120.93,10570000
31-Jan-19,121.55,122.18,121.5,121.97,11840000
1-Feb-19,121.48,121.57,120.84,120.96,12020000
4-Feb-19,120.44,120.55,120.02,120.42,8970000
5-Feb-19,120.73,121.23,120.66,120.97,6980000
6-Feb-19,121.36,121.41,120.73,121.03,5180000
7-Feb-19,121.46,121.91,121.23,121.83,8780000
8-Feb-19,122.26,122.47,122.07,122.35,5890000
11-Feb-19,121.86,122.18,121.75,121.87,4350000
12-Feb-19,121.66,121.75,121.2,121.56,7940000
13-Feb-19,121.15,121.39,120.91,121.1,4760000
14-Feb-19,122.14,122.2,121.58,121.79,5870000
15-Feb-19,121.56,122.02,121.54,121.98,5530000
19-Feb-19,122.42,122.54,121.95,122.29,5870000
20-Feb-19,121.95,122.08,121.59,121.94,4460000
21-Feb-19,121.07,121.16,120.7,120.85,7380000
22-Feb-19,121.47,121.94,121.42,121.57,6370000
25-Feb-19,121.17,121.3,120.92,121.21,6290000
26-Feb-19,121.73,121.82,121.36,121.81,6030000
27-Feb-19,121.12,121.13,120.28,120.43,7740000
28-Feb-19,120.56,120.62,119.71,120.02,9530000
1-Mar-19,119.33,119.53,118.64,118.66,13540000
4-Mar-19,119.29,119.77,119.06,119.59,9810000
5-Mar-19,119.28,119.87,119.27,119.84,5600000
6-Mar-19,119.92,120.52,119.89,120.28,7770000
7-Mar-19,120.64,121.26,120.61,121.06,8190000
8-Mar-19,121.12,121.69,120.84,121.57,7520000
11-Mar-19,121.4,121.42,120.98,121.21,5160000
12-Mar-19,121.3,122.23,121.25,122.06,6420000
13-Mar-19,121.66,121.96,121.62,121.83,4390000
14-Mar-19,121.69,121.76,120.92,120.95,8190000
15-Mar-19,121.74,121.95,121.4,121.75,4300000
18-Mar-19,121.57,121.87,121.52,121.68,3890000
19-Mar-19,121.09,121.61,120.89,121.41,5220000
20-Mar-19,121.74,122.85,121.73,122.68,10120000
21-Mar-19,122.96,123.09,122.74,122.95,7180000
22-Mar-19,124.21,125.28,124.06,124.86,13080000
25-Mar-19,124.81,125.94,124.51,125.06,9740000
26-Mar-19,124.7,125.29,124.62,124.97,7500000
27-Mar-19,125.42,126.34,125.31,126.12,14210000
28-Mar-19,126.25,126.69,126.01,126.56,9140000
29-Mar-19,125.68,126.47,125.64,126.44,10840000
1-Apr-19,125.29,125.36,124.19,124.37,16500000
2-Apr-19,124.48,124.74,124.25,124.6,9730000
3-Apr-19,123.61,123.87,123.37,123.52,10410000
4-Apr-19,123.6,123.89,123.44,123.87,7500000
5-Apr-19,123.62,124.17,123.58,124.03,6320000
8-Apr-19,123.83,123.95,123.52,123.59,4450000
9-Apr-19,124.22,124.33,123.77,123.98,7020000
10-Apr-19,124.27,124.52,124.1,124.28,7520000
11-Apr-19,123.93,124.02,123.41,123.55,8680000
12-Apr-19,122.89,123.06,122.63,122.67,7010000
15-Apr-19,122.78,122.99,122.72,122.98,3070000
16-Apr-19,122.51,122.63,122.14,122.21,8930000
17-Apr-19,122.13,122.57,122.11,122.26,6120000
18-Apr-19,122.81,123.1,122.78,122.9,27590000
22-Apr-19,122.47,122.57,122.23,122.31,6240000
23-Apr-19,122.61,122.7,122.39,122.57,6240000
24-Apr-19,123.11,123.59,123.09,123.57,7300000
25-Apr-19,123.49,123.62,123.1,123.39,5380000
26-Apr-19,123.98,124.02,123.64,123.81,5950000
29-Apr-19,123.23,123.35,122.85,123.02,10250000
30-Apr-19,122.95,123.74,122.93,123.65,7960000
1-May-19,123.69,124.45,123.6,123.9,14370000
2-May-19,123.68,123.81,123.04,123.31,6610000
3-May-19,123.66,123.88,123.37,123.66,6190000
6-May-19,124.31,124.38,123.92,124.0,4480000
7-May-19,124.53,125.14,124.39,124.95,8980000
8-May-19,125.15,125.3,124.3,124.41,6910000
9-May-19,125.11,125.3,124.31,124.92,9410000
10-May-19,124.89,125.45,124.59,124.75,6040000
13-May-19,125.4,125.93,125.25,125.73,10500000
14-May-19,125.51,125.65,125.2,125.36,5690000
15-May-19,126.21,126.27,125.77,126.13,9570000
16-May-19,125.81,125.83,125.53,125.71,7670000
17-May-19,126.28,126.3,125.69,125.99,4750000
20-May-19,126.12,126.38,125.65,125.73,6040000
21-May-19,125.6,125.72,125.3,125.53,4020000
22-May-19,125.77,126.33,125.72,126.25,5680000
23-May-19,126.89,128.09,126.88,127.67,9740000
24-May-19,127.56,127.78,127.39,127.78,4980000
28-May-19,128.27,128.9,128.09,128.79,8100000
29-May-19,129.67,129.9,129.0,129.09,13260000
30-May-19,129.33,130.23,128.89,130.2,13020000
31-May-19,130.9,131.9,130.81,131.83,18930000
3-Jun-19,131.91,132.58,131.55,132.44,17820000
4-Jun-19,131.39,131.76,130.55,130.93,14250000
5-Jun-19,130.52,130.95,130.12,130.19,8820000
6-Jun-19,130.97,131.59,130.32,130.61,9620000
7-Jun-19,131.79,132.07,131.44,131.74,11380000
10-Jun-19,130.68,130.7,130.32,130.5,8290000
11-Jun-19,130.42,130.76,130.32,130.58,5120000
12-Jun-19,130.39,130.75,130.3,130.68,5280000
13-Jun-19,130.8,131.25,130.79,131.13,5560000
14-Jun-19,131.1,131.71,131.09,131.46,5840000
17-Jun-19,131.39,131.76,131.13,131.69,6050000
18-Jun-19,132.74,132.86,131.94,132.35,10320000
19-Jun-19,131.86,132.72,131.58,132.54,11960000
20-Jun-19,132.91,133.5,132.59,132.89,10720000
21-Jun-19,132.51,132.53,131.38,131.43,14500000
24-Jun-19,132.16,132.53,132.08,132.41,6380000
25-Jun-19,132.79,133.09,132.72,132.82,9600000
26-Jun-19,132.68,132.7,131.88,131.97,12770000
27-Jun-19,132.31,133.09,131.99,132.9,9720000
28-Jun-19,132.58,133.08,132.45,132.81,8150000
1-Jul-19,132.57,132.75,131.59,132.24,14140000
2-Jul-19,132.57,133.39,132.46,133.26,10500000
3-Jul-19,133.52,134.29,133.51,134.21,5380000
5-Jul-19,132.54,132.55,131.67,132.43,12180000
8-Jul-19,133.05,133.22,132.61,132.61,6490000
9-Jul-19,132.68,132.71,132.16,132.56,6220000
10-Jul-19,132.35,132.44,131.51,131.83,9470000
11-Jul-19,131.31,131.41,129.76,130.07,14130000
12-Jul-19,129.92,130.45,129.68,130.22,6990000
15-Jul-19,130.45,131.05,130.45,130.97,6060000
16-Jul-19,130.17,130.6,129.96,130.58,6170000
17-Jul-19,131.06,132.02,131.05,131.99,9660000
18-Jul-19,131.47,132.32,131.24,132.0,5730000
19-Jul-19,131.59,131.93,131.5,131.69,5800000
22-Jul-19,132.47,132.49,131.74,131.94,5200000
23-Jul-19,131.6,131.74,130.97,131.22,8110000
24-Jul-19,131.6,131.9,131.47,131.79,6390000
25-Jul-19,131.25,131.41,130.51,131.16,8890000
26-Jul-19,131.7,131.78,131.25,131.47,6190000
29-Jul-19,131.82,131.95,131.4,131.51,6230000
30-Jul-19,132.0,132.1,131.43,131.83,5680000
31-Jul-19,131.7,133.33,131.66,132.89,15800000
1-Aug-19,133.39,135.39,133.26,135.26,26670000
2-Aug-19,135.66,136.51,135.4,136.51,15140000
5-Aug-19,138.14,138.89,137.66,138.87,18540000
6-Aug-19,138.2,139.98,138.09,139.98,12750000
7-Aug-19,142.4,143.06,139.78,140.03,32580000
8-Aug-19,139.14,140.43,137.98,140.33,14750000
9-Aug-19,140.67,141.55,139.87,140.05,10630000
12-Aug-19,141.72,143.43,141.51,142.97,14090000
13-Aug-19,143.81,143.91,141.95,142.48,16100000
14-Aug-19,145.16,145.73,144.71,145.69,15070000
15-Aug-19,145.95,148.6,145.58,147.31,23730000
16-Aug-19,146.06,146.51,144.84,146.13,17650000
19-Aug-19,143.57,144.66,143.51,144.04,13620000
20-Aug-19,145.28,145.62,144.84,145.53,7450000
21-Aug-19,144.72,145.79,144.28,144.56,9370000
22-Aug-19,144.0,144.7,143.48,143.6,13880000
23-Aug-19,143.52,146.27,143.43,145.96,16190000
26-Aug-19,145.87,146.29,145.29,145.37,12170000
27-Aug-19,146.63,147.72,146.48,147.61,11330000
28-Aug-19,148.78,148.9,147.66,147.8,10100000
29-Aug-19,147.25,147.34,146.13,147.24,8880000
30-Aug-19,146.61,147.48,146.36,147.28,13550000
3-Sep-19,147.09,148.67,146.57,147.21,15660000
4-Sep-19,146.53,147.62,146.48,147.43,7960000
5-Sep-19,145.66,145.8,143.89,144.76,19390000
6-Sep-19,145.26,146.03,145.08,145.79,9470000
9-Sep-19,143.83,144.0,143.19,143.2,15860000
10-Sep-19,142.84,143.29,140.66,140.69,13850000
11-Sep-19,140.4,141.15,140.39,140.44,10940000
12-Sep-19,141.5,141.8,139.06,139.52,19160000
13-Sep-19,138.28,138.71,136.54,136.54,18920000
16-Sep-19,137.88,138.57,137.25,138.28,10970000
17-Sep-19,138.36,139.6,138.02,139.03,9290000
18-Sep-19,139.93,140.66,139.53,139.62,11110000
19-Sep-19,140.76,140.99,139.97,140.04,13430000
20-Sep-19,140.77,141.98,140.44,141.89,13380000
23-Sep-19,142.24,143.16,141.7,141.86,15400000
24-Sep-19,142.42,143.84,142.41,143.57,12950000
25-Sep-19,143.26,143.55,141.14,141.47,14520000
26-Sep-19,142.27,142.99,141.9,142.38,10780000
27-Sep-19,142.32,142.97,142.14,142.73,10390000
30-Sep-19,141.88,143.09,141.84,143.08,8410000
1-Oct-19,141.26,143.91,141.14,143.26,16870000
2-Oct-19,143.46,144.27,143.24,143.61,12900000
3-Oct-19,143.98,145.67,143.92,144.92,13530000
4-Oct-19,145.35,146.03,145.2,145.99,11940000
7-Oct-19,145.16,145.53,144.71,144.78,11750000
8-Oct-19,145.82,145.93,144.62,145.17,14540000
9-Oct-19,144.6,144.61,143.8,144.35,8930000
10-Oct-19,143.12,143.18,141.73,142.2,15060000
11-Oct-19,140.98,141.1,139.71,140.44,28510000
14-Oct-19,141.48,141.5,141.08,141.46,5940000
15-Oct-19,140.67,140.94,139.55,139.75,12660000
16-Oct-19,139.64,140.06,139.35,139.92,8650000
17-Oct-19,139.52,140.38,139.3,139.58,6560000
18-Oct-19,139.81,140.23,139.45,139.58,6460000
21-Oct-19,138.57,138.99,138.22,138.53,8190000
22-Oct-19,139.38,139.53,138.63,139.34,6690000
23-Oct-19,140.03,140.31,139.36,139.48,6000000
24-Oct-19,139.68,140.24,139.03,139.2,6830000
25-Oct-19,139.53,139.55,138.31,138.52,5670000
28-Oct-19,137.58,137.58,136.99,137.26,11400000
29-Oct-19,137.62,137.74,137.17,137.35,5300000
30-Oct-19,137.77,139.45,137.77,139.36,10910000
31-Oct-19,140.48,141.68,140.43,141.24,15840000
1-Nov-19,140.73,141.27,139.79,140.56,11430000
4-Nov-19,138.97,139.14,138.53,138.71,11130000
5-Nov-19,137.22,137.44,136.73,137.15,13500000
6-Nov-19,138.02,138.41,137.34,137.98,9350000
7-Nov-19,136.35,136.36,134.45,135.48,19210000
8-Nov-19,135.15,135.95,134.78,134.91,10230000
11-Nov-19,135.38,135.39,134.64,135.0,4580000
12-Nov-19,135.28,135.95,134.79,135.62,5770000
13-Nov-19,136.81,136.96,136.16,136.5,6750000
14-Nov-19,137.8,138.44,137.67,137.91,10270000
15-Nov-19,137.48,138.16,137.43,137.76,4660000
18-Nov-19,138.21,138.61,137.93,138.01,5940000
19-Nov-19,138.37,139.24,138.37,139.16,7890000
20-Nov-19,139.91,140.6,139.77,140.6,7910000
21-Nov-19,139.64,140.08,139.12,139.72,5980000
22-Nov-19,140.1,140.28,139.68,139.9,4670000
25-Nov-19,140.3,140.53,140.18,140.31,4160000
26-Nov-19,141.0,141.31,140.94,141.13,4280000
27-Nov-19,140.6,140.91,140.42,140.72,4100000
29-Nov-19,140.62,140.68,139.78,140.42,6250000
2-Dec-19,138.14,138.67,137.95,138.31,17710000
3-Dec-19,140.04,141.77,139.93,141.21,13320000
4-Dec-19,140.34,140.5,139.21,139.8,8590000
5-Dec-19,138.66,139.44,138.6,139.12,7270000
6-Dec-19,138.03,139.12,137.86,138.35,7930000
9-Dec-19,138.99,139.11,138.57,138.65,4160000
10-Dec-19,139.18,139.35,138.41,138.66,4950000
11-Dec-19,139.3,140.14,139.23,139.75,6260000
12-Dec-19,139.19,139.28,136.61,137.45,14870000
13-Dec-19,138.12,139.61,137.23,139.04,11340000
16-Dec-19,138.4,138.46,137.43,137.79,9160000
17-Dec-19,138.21,138.34,137.21,137.6,6180000
18-Dec-19,137.3,137.45,136.28,136.47,6240000
19-Dec-19,136.0,136.86,135.76,136.47,6590000
20-Dec-19,136.13,136.69,135.93,136.65,5460000
23-Dec-19,136.81,136.97,136.0,136.45,5180000
24-Dec-19,135.92,137.06,135.89,136.84,4670000
26-Dec-19,136.91,137.22,136.51,137.17,5290000
27-Dec-19,137.44,137.63,137.29,137.32,7300000
30-Dec-19,135.89,136.9,135.66,136.82,7980000
31-Dec-19,136.21,136.46,135.38,135.48,10710000
2-Jan-20,136.79,137.53,136.66,137.01,11030000
3-Jan-20,138.27,139.16,137.88,139.12,12370000
